Date_Str,Month,DayOfWeek,DayOfYear,temp_c,humidity_pct,rain_mm,wind_kmh,Water_pct,Greenery_pct,Empty_Land_pct,Road_and_Infrastructure_pct
2025-03-25,3,1,84,24.09,68.29,0.0,5.85,24.52,35.28,12.34,27.87
2025-03-26,3,2,85,25.21,66.62,0.0,4.88,24.52,35.28,12.34,27.87
2025-03-27,3,3,86,26.47,63.25,0.0,5.54,24.52,35.28,12.34,27.87
2025-03-28,3,4,87,26.48,70.42,0.0,8.86,24.52,35.28,12.34,27.87
2025-03-29,3,5,88,25.04,78.92,0.1,8.85,24.52,35.28,12.34,27.87
2025-03-30,3,6,89,25.63,73.38,0.0,4.7,24.52,35.28,12.34,27.87
2025-03-31,3,0,90,26.31,61.08,0.0,6.15,24.52,35.28,12.34,27.87
2025-04-01,4,1,91,26.62,66.71,0.0,5.95,24.52,35.28,12.34,27.87
2025-04-02,4,2,92,26.69,70.54,0.1,7.0,24.52,35.28,12.34,27.87
2025-04-03,4,3,93,27.58,60.25,0.0,5.89,24.52,35.28,12.34,27.87
2025-04-04,4,4,94,27.25,60.62,0.0,5.56,24.52,35.28,12.34,27.87
2025-04-05,4,5,95,26.62,60.42,0.1,7.64,24.52,35.28,12.34,27.87
2025-04-06,4,6,96,24.65,70.42,0.8,10.09,24.52,35.28,12.34,27.87
2025-04-07,4,0,97,27.15,63.88,0.0,7.38,24.52,35.28,12.34,27.87
2025-04-08,4,1,98,28.29,56.58,0.4,7.24,24.52,35.28,12.34,27.87
2025-04-09,4,2,99,26.0,75.25,9.1,7.1,24.52,35.28,12.34,27.87
2025-04-10,4,3,100,24.35,84.25,8.7,5.89,24.52,35.28,12.34,27.87
2025-04-11,4,4,101,24.53,83.29,7.4,4.23,24.52,35.28,12.34,27.87
2025-04-12,4,5,102,24.6,82.67,8.6,5.86,24.52,35.28,12.34,27.87
2025-04-13,4,6,103,24.62,83.88,2.8,4.16,24.52,35.28,12.34,27.87
2025-04-14,4,0,104,26.74,76.17,0.0,6.1,24.52,35.28,12.34,27.87
2025-04-15,4,1,105,26.0,79.83,0.5,5.6,24.52,35.28,12.34,27.87
2025-04-16,4,2,106,24.51,83.54,12.0,4.82,24.52,35.28,12.34,27.87
2025-04-17,4,3,107,23.76,87.12,3.2,4.43,24.52,35.28,12.34,27.87
2025-04-18,4,4,108,24.38,86.21,1.4,4.61,24.52,35.28,12.34,27.87
2025-04-19,4,5,109,25.92,79.42,19.3,5.82,24.52,35.28,12.34,27.87
2025-04-20,4,6,110,25.01,84.71,4.8,4.66,24.52,35.28,12.34,27.87
2025-04-21,4,0,111,25.22,87.04,96.3,5.51,24.52,35.28,12.34,27.87
2025-04-22,4,1,112,23.72,92.54,29.8,4.06,24.52,35.28,12.34,27.87
2025-04-23,4,2,113,24.84,89.67,1.2,6.62,24.52,35.28,12.34,27.87
2025-04-24,4,3,114,27.35,79.04,0.1,6.37,24.52,35.28,12.34,27.87
2025-04-25,4,4,115,25.94,82.29,0.0,5.5,24.52,35.28,12.34,27.87
2025-04-26,4,5,116,26.15,79.29,2.7,5.92,24.52,35.28,12.34,27.87
2025-04-27,4,6,117,26.04,78.54,3.9,7.56,24.52,35.28,12.34,27.87
2025-04-28,4,0,118,24.22,84.92,4.2,10.22,24.52,35.28,12.34,27.87
2025-04-29,4,1,119,22.69,85.83,3.6,9.79,24.52,35.28,12.34,27.87
2025-04-30,4,2,120,25.19,79.92,0.5,7.28,24.52,35.28,12.34,27.87
2025-05-01,5,3,121,24.9,80.29,2.2,7.6,24.52,35.28,12.34,27.87
2025-05-02,5,4,122,24.98,81.25,2.1,6.47,24.52,35.28,12.34,27.87
2025-05-03,5,5,123,25.69,78.12,0.6,4.96,24.52,35.28,12.34,27.87
2025-05-04,5,6,124,26.32,78.21,3.4,4.91,24.52,35.28,12.34,27.87
2025-05-05,5,0,125,26.29,79.71,1.3,6.47,24.52,35.28,12.34,27.87
2025-05-06,5,1,126,25.91,81.5,6.5,4.75,24.52,35.28,12.34,27.87
2025-05-07,5,2,127,27.03,75.5,3.9,7.5,24.52,35.28,12.34,27.87
2025-05-08,5,3,128,26.55,82.38,14.1,5.4,24.52,35.28,12.34,27.87
2025-05-09,5,4,129,27.88,80.33,6.6,4.6,24.52,35.28,12.34,27.87
2025-05-10,5,5,130,29.03,78.67,2.0,5.82,24.52,35.28,12.34,27.87
2025-05-11,5,6,131,27.75,78.83,8.2,7.68,24.52,35.28,12.34,27.87
2025-05-12,5,0,132,25.59,88.33,25.0,3.72,24.52,35.28,12.34,27.87
2025-05-13,5,1,133,25.65,87.08,2.3,5.98,24.52,35.28,12.34,27.87
2025-05-14,5,2,134,25.69,87.21,10.0,6.45,24.52,35.28,12.34,27.87
2025-05-15,5,3,135,24.86,90.08,15.2,7.55,24.52,35.28,12.34,27.87
2025-05-16,5,4,136,25.6,85.21,3.4,7.21,24.52,35.28,12.34,27.87
2025-05-17,5,5,137,25.26,86.0,19.8,8.28,24.52,35.28,12.34,27.87
2025-05-18,5,6,138,25.31,86.33,26.8,5.22,24.52,35.28,12.34,27.87
2025-05-19,5,0,139,25.01,89.08,2.8,4.37,24.52,35.28,12.34,27.87
2025-05-20,5,1,140,24.28,94.33,73.5,6.73,24.52,35.28,12.34,27.87
2025-05-21,5,2,141,25.89,88.71,7.1,3.42,24.52,35.28,12.34,27.87
2025-05-22,5,3,142,26.63,87.75,3.1,3.28,24.52,35.28,12.34,27.87
2025-05-23,5,4,143,27.61,84.12,6.4,4.13,24.52,35.28,12.34,27.87
2025-05-24,5,5,144,28.24,83.0,10.1,4.7,24.52,35.28,12.34,27.87
2025-05-25,5,6,145,28.16,84.08,24.8,6.32,24.52,35.28,12.34,27.87
2025-05-26,5,0,146,26.03,91.67,38.9,8.56,24.52,35.28,12.34,27.87
2025-05-27,5,1,147,27.59,86.04,6.5,8.9,24.52,35.28,12.34,27.87
2025-05-28,5,2,148,29.31,80.5,23.2,9.91,24.52,35.28,12.34,27.87
2025-05-29,5,3,149,25.56,94.83,46.8,17.7,24.52,35.28,12.34,27.87
2025-05-30,5,4,150,24.07,95.88,146.3,15.73,24.52,35.28,12.34,27.87
2025-05-31,5,5,151,27.09,89.08,10.5,7.05,24.52,35.28,12.34,27.87
2025-06-01,6,6,152,27.3,86.75,3.6,3.95,24.52,35.28,12.34,27.87
2025-06-02,6,0,153,26.53,87.04,0.9,5.55,24.52,35.28,12.34,27.87
2025-06-03,6,1,154,26.64,86.17,0.3,4.05,24.52,35.28,12.34,27.87
2025-06-04,6,2,155,25.51,90.29,49.9,4.97,24.52,35.28,12.34,27.87
2025-06-05,6,3,156,27.06,86.92,10.6,2.75,24.52,35.28,12.34,27.87
2025-06-06,6,4,157,28.08,83.38,2.5,5.19,24.52,35.28,12.34,27.87
2025-06-07,6,5,158,28.24,82.83,0.8,5.45,24.52,35.28,12.34,27.87
2025-06-08,6,6,159,29.27,77.54,0.2,4.98,24.52,35.28,12.34,27.87
2025-06-09,6,0,160,30.57,72.92,0.0,5.36,24.52,35.28,12.34,27.87
2025-06-10,6,1,161,30.81,73.75,3.6,4.77,24.52,35.28,12.34,27.87
2025-06-11,6,2,162,31.2,69.12,1.5,6.41,24.52,35.28,12.34,27.87
2025-06-12,6,3,163,33.09,62.12,0.0,6.25,24.52,35.28,12.34,27.87
2025-06-13,6,4,164,33.32,62.83,0.5,7.05,24.52,35.28,12.34,27.87
2025-06-14,6,5,165,29.73,80.62,6.3,4.46,24.52,35.28,12.34,27.87
2025-06-15,6,6,166,29.55,83.75,25.6,4.85,24.52,35.28,12.34,27.87
2025-06-16,6,0,167,27.92,89.0,10.6,5.71,24.52,35.28,12.34,27.87
2025-06-17,6,1,168,28.47,87.0,27.1,7.71,24.52,35.28,12.34,27.87
2025-06-18,6,2,169,28.48,85.29,20.5,8.88,24.52,35.28,12.34,27.87
2025-06-19,6,3,170,27.59,91.62,18.6,5.76,24.52,35.28,12.34,27.87
2025-06-20,6,4,171,27.66,90.67,28.7,2.84,24.52,35.28,12.34,27.87
2025-06-21,6,5,172,27.41,91.25,28.8,4.63,24.52,35.28,12.34,27.87
2025-06-22,6,6,173,28.16,87.67,24.8,5.17,24.52,35.28,12.34,27.87
2025-06-23,6,0,174,27.52,89.38,30.8,4.13,24.52,35.28,12.34,27.87
2025-06-24,6,1,175,27.63,88.54,17.2,5.92,24.52,35.28,12.34,27.87
2025-06-25,6,2,176,28.47,84.58,5.9,8.6,24.52,35.28,12.34,27.87
2025-06-26,6,3,177,28.98,85.96,3.1,3.87,24.52,35.28,12.34,27.87
2025-06-27,6,4,178,28.91,86.21,17.3,4.51,24.52,35.28,12.34,27.87
2025-06-28,6,5,179,28.97,85.38,3.2,4.1,24.52,35.28,12.34,27.87
2025-06-29,6,6,180,28.84,88.17,26.8,4.07,24.52,35.28,12.34,27.87
2025-06-30,6,0,181,28.6,87.92,36.6,4.92,24.52,35.28,12.34,27.87
2025-07-01,7,1,182,28.48,88.88,48.5,4.47,24.52,35.28,12.34,27.87
2025-07-02,7,2,183,28.09,89.88,47.4,4.39,24.52,35.28,12.34,27.87
2025-07-03,7,3,184,28.04,89.83,57.8,3.85,24.52,35.28,12.34,27.87
2025-07-04,7,4,185,27.37,91.67,68.7,5.46,24.52,35.28,12.34,27.87
2025-07-05,7,5,186,27.36,92.08,27.4,6.32,24.52,35.28,12.34,27.87
2025-07-06,7,6,187,28.72,82.12,2.9,11.89,24.52,35.28,12.34,27.87
2025-07-07,7,0,188,28.55,83.71,0.2,7.0,24.52,35.28,12.34,27.87
2025-07-08,7,1,189,29.23,80.21,3.7,8.28,24.52,35.28,12.34,27.87
2025-07-09,7,2,190,27.52,85.46,21.7,8.87,24.52,35.28,12.34,27.87
2025-07-10,7,3,191,28.1,86.88,3.2,3.56,24.52,35.28,12.34,27.87
2025-07-11,7,4,192,29.83,78.42,0.1,4.72,24.52,35.28,12.34,27.87
2025-07-12,7,5,193,30.9,78.75,0.9,4.45,24.52,35.28,12.34,27.87
2025-07-13,7,6,194,30.79,80.88,13.3,8.1,24.52,35.28,12.34,27.87
2025-07-14,7,0,195,28.72,88.0,20.6,5.42,24.52,35.28,12.34,27.87
2025-07-15,7,1,196,27.93,87.38,11.5,5.06,24.52,35.28,12.34,27.87
2025-07-16,7,2,197,28.9,83.83,1.0,6.15,24.52,35.28,12.34,27.87
2025-07-17,7,3,198,29.25,82.17,3.0,8.18,24.52,35.28,12.34,27.87
2025-07-18,7,4,199,29.63,82.83,2.0,8.77,24.52,35.28,12.34,27.87
2025-07-19,7,5,200,29.37,86.21,8.3,6.45,24.52,35.28,12.34,27.87
2025-07-20,7,6,201,28.38,90.29,5.7,5.48,24.52,35.28,12.34,27.87
2025-07-21,7,0,202,29.58,84.04,15.1,4.4,24.52,35.28,12.34,27.87
2025-07-22,7,1,203,29.72,81.83,1.8,7.03,24.52,35.28,12.34,27.87
2025-07-23,7,2,204,31.13,80.21,0.2,5.17,24.52,35.28,12.34,27.87
2025-07-24,7,3,205,32.17,76.21,14.7,6.83,24.52,35.28,12.34,27.87
2025-07-25,7,4,206,30.37,80.58,1.8,10.77,24.52,35.28,12.34,27.87
2025-07-26,7,5,207,28.85,89.29,22.1,3.68,24.52,35.28,12.34,27.87
2025-07-27,7,6,208,27.83,91.33,61.6,3.97,24.52,35.28,12.34,27.87
2025-07-28,7,0,209,27.81,91.33,24.0,4.36,24.52,35.28,12.34,27.87
2025-07-29,7,1,210,28.15,88.46,29.5,5.14,24.52,35.28,12.34,27.87
2025-07-30,7,2,211,28.49,88.92,20.1,4.06,24.52,35.28,12.34,27.87
2025-07-31,7,3,212,29.1,85.75,29.2,4.04,24.52,35.28,12.34,27.87
2025-08-01,8,4,213,28.81,88.92,37.5,3.49,24.52,35.28,12.34,27.87
2025-08-02,8,5,214,27.66,91.25,24.7,3.8,24.52,35.28,12.34,27.87
2025-08-03,8,6,215,27.68,91.46,8.1,5.42,24.52,35.28,12.34,27.87
2025-08-04,8,0,216,27.86,87.12,15.3,7.37,24.52,35.28,12.34,27.87
2025-08-05,8,1,217,27.53,88.54,2.1,6.02,24.52,35.28,12.34,27.87
2025-08-06,8,2,218,28.83,83.79,1.9,7.2,24.52,35.28,12.34,27.87
2025-08-07,8,3,219,27.56,90.17,21.3,4.08,24.52,35.28,12.34,27.87
2025-08-08,8,4,220,27.3,91.46,54.8,3.63,24.52,35.28,12.34,27.87
2025-08-09,8,5,221,28.22,84.79,0.4,7.7,24.52,35.28,12.34,27.87
2025-08-10,8,6,222,28.0,87.75,4.5,4.37,24.52,35.28,12.34,27.87
2025-08-11,8,0,223,27.95,89.04,13.7,4.32,24.52,35.28,12.34,27.87
2025-08-12,8,1,224,27.26,93.71,42.1,4.98,24.52,35.28,12.34,27.87
2025-08-13,8,2,225,25.84,94.33,30.0,7.1,24.52,35.28,12.34,27.87
2025-08-14,8,3,226,28.33,83.67,0.2,3.94,24.52,35.28,12.34,27.87
2025-08-15,8,4,227,29.06,82.88,0.7,4.95,24.52,35.28,12.34,27.87
2025-08-16,8,5,228,30.32,77.42,0.9,3.98,24.52,35.28,12.34,27.87
2025-08-17,8,6,229,29.98,82.0,0.6,6.4,24.52,35.28,12.34,27.87
2025-08-18,8,0,230,29.75,82.75,8.4,5.7,24.52,35.28,12.34,27.87
2025-08-19,8,1,231,28.12,85.67,7.9,4.35,24.52,35.28,12.34,27.87
2025-08-20,8,2,232,27.65,89.71,16.8,3.13,24.52,35.28,12.34,27.87
2025-08-21,8,3,233,27.26,90.29,33.8,3.33,24.52,35.28,12.34,27.87
2025-08-22,8,4,234,28.09,87.62,18.0,5.44,24.52,35.28,12.34,27.87
2025-08-23,8,5,235,28.82,84.96,4.5,4.37,24.52,35.28,12.34,27.87
2025-08-24,8,6,236,27.28,92.12,32.6,3.81,24.52,35.28,12.34,27.87
2025-08-25,8,0,237,28.02,88.92,3.4,2.39,24.52,35.28,12.34,27.87
2025-08-26,8,1,238,29.34,82.79,6.5,6.09,24.52,35.28,12.34,27.87
2025-08-27,8,2,239,28.02,89.25,13.6,5.33,24.52,35.28,12.34,27.87
2025-08-28,8,3,240,27.1,91.5,20.7,4.03,24.52,35.28,12.34,27.87
2025-08-29,8,4,241,27.19,89.25,8.9,4.19,24.52,35.28,12.34,27.87
2025-08-30,8,5,242,26.98,91.38,6.3,3.82,24.52,35.28,12.34,27.87
2025-08-31,8,6,243,28.78,85.12,1.9,4.84,24.52,35.28,12.34,27.87
2025-09-01,9,0,244,30.51,81.67,2.2,7.96,24.52,35.28,12.34,27.87
2025-09-02,9,1,245,29.6,86.08,1.1,3.69,24.52,35.28,12.34,27.87
2025-09-03,9,2,246,29.64,81.42,6.6,6.34,24.52,35.28,12.34,27.87
2025-09-04,9,3,247,29.1,83.83,4.1,4.92,24.52,35.28,12.34,27.87
2025-09-05,9,4,248,28.58,86.62,3.7,4.02,24.52,35.28,12.34,27.87
2025-09-06,9,5,249,28.15,88.96,18.8,4.78,24.52,35.28,12.34,27.87
2025-09-07,9,6,250,27.92,88.58,7.6,5.53,24.52,35.28,12.34,27.87
2025-09-08,9,0,251,28.35,86.79,8.7,5.34,24.52,35.28,12.34,27.87
2025-09-09,9,1,252,28.41,86.96,5.5,4.5,24.52,35.28,12.34,27.87
2025-09-10,9,2,253,27.7,89.83,13.4,4.4,24.52,35.28,12.34,27.87
2025-09-11,9,3,254,28.15,88.46,5.6,4.06,24.52,35.28,12.34,27.87
2025-09-12,9,4,255,27.68,90.58,8.6,4.57,24.52,35.28,12.34,27.87
2025-09-13,9,5,256,27.32,90.21,18.8,6.1,24.52,35.28,12.34,27.87
2025-09-14,9,6,257,26.45,91.71,7.4,4.38,24.52,35.28,12.34,27.87
2025-09-15,9,0,258,26.4,90.88,13.8,3.4,24.52,35.28,12.34,27.87
2025-09-16,9,1,259,25.84,95.21,29.5,3.2,24.52,35.28,12.34,27.87
2025-09-17,9,2,260,26.68,88.62,7.5,3.9,24.52,35.28,12.34,27.87
2025-09-18,9,3,261,27.22,90.04,11.3,4.38,24.52,35.28,12.34,27.87
2025-09-19,9,4,262,27.5,89.12,1.5,3.48,24.52,35.28,12.34,27.87
2025-09-20,9,5,263,28.23,88.5,6.4,3.82,24.52,35.28,12.34,27.87
2025-09-21,9,6,264,29.19,85.62,0.2,5.06,24.52,35.28,12.34,27.87
2025-09-22,9,0,265,28.77,85.46,4.9,6.77,24.52,35.28,12.34,27.87
2025-09-23,9,1,266,28.66,83.17,2.7,5.42,24.52,35.28,12.34,27.87
2025-09-24,9,2,267,28.81,86.58,1.0,5.48,24.52,35.28,12.34,27.87
2025-09-25,9,3,268,29.88,84.46,0.1,6.11,24.52,35.28,12.34,27.87
2025-09-26,9,4,269,31.08,79.21,0.0,6.95,24.52,35.28,12.34,27.87
2025-09-27,9,5,270,28.42,86.83,1.7,4.04,24.52,35.28,12.34,27.87
2025-09-28,9,6,271,28.87,85.17,0.8,3.82,24.52,35.28,12.34,27.87
2025-09-29,9,0,272,29.91,77.0,0.3,3.73,24.52,35.28,12.34,27.87
2025-09-30,9,1,273,31.01,69.38,0.2,5.22,24.52,35.28,12.34,27.87
2025-10-01,10,2,274,25.98,90.75,22.4,6.55,24.52,35.28,12.34,27.87
2025-10-02,10,3,275,26.97,87.71,12.0,5.09,24.52,35.28,12.34,27.87
2025-10-03,10,4,276,27.36,87.88,4.2,6.31,24.52,35.28,12.34,27.87
2025-10-04,10,5,277,27.86,84.38,1.8,8.85,24.52,35.28,12.34,27.87
2025-10-05,10,6,278,26.21,88.17,0.9,5.25,24.52,35.28,12.34,27.87
2025-10-06,10,0,279,26.62,88.04,0.7,3.65,24.52,35.28,12.34,27.87
2025-10-07,10,1,280,27.22,83.38,1.7,5.46,24.52,35.28,12.34,27.87
2025-10-08,10,2,281,26.84,86.58,5.5,3.88,24.52,35.28,12.34,27.87
2025-10-09,10,3,282,26.98,85.88,0.5,3.21,24.52,35.28,12.34,27.87
2025-10-10,10,4,283,26.98,85.38,14.9,3.6,24.52,35.28,12.34,27.87
2025-10-11,10,5,284,25.09,91.5,18.3,3.76,24.52,35.28,12.34,27.87
2025-10-12,10,6,285,26.19,85.62,1.6,4.88,24.52,35.28,12.34,27.87
2025-10-13,10,0,286,26.36,84.38,0.3,4.07,24.52,35.28,12.34,27.87
2025-10-14,10,1,287,27.7,80.17,0.3,5.3,24.52,35.28,12.34,27.87
2025-10-15,10,2,288,28.28,79.08,0.0,3.9,24.52,35.28,12.34,27.87
2025-10-16,10,3,289,28.3,73.92,0.0,4.26,24.52,35.28,12.34,27.87
2025-10-17,10,4,290,28.28,72.17,0.0,4.55,24.52,35.28,12.34,27.87
2025-10-18,10,5,291,28.36,67.67,0.0,4.57,24.52,35.28,12.34,27.87
2025-10-19,10,6,292,28.54,65.62,0.0,5.0,24.52,35.28,12.34,27.87
2025-10-20,10,0,293,28.38,64.29,0.0,5.45,24.52,35.28,12.34,27.87
2025-10-21,10,1,294,28.41,67.42,0.0,6.0,24.52,35.28,12.34,27.87
2025-10-22,10,2,295,28.8,67.58,0.0,6.06,24.52,35.28,12.34,27.87
2025-10-23,10,3,296,27.97,73.96,0.0,5.18,24.52,35.28,12.34,27.87
2025-10-24,10,4,297,26.32,75.33,10.0,6.14,24.52,35.28,12.34,27.87
2025-10-25,10,5,298,26.46,77.12,0.8,5.8,24.52,35.28,12.34,27.87
2025-10-26,10,6,299,25.91,78.67,7.9,6.38,24.52,35.28,12.34,27.87
2025-10-27,10,0,300,26.86,75.54,0.0,7.99,24.52,35.28,12.34,27.87
2025-10-28,10,1,301,27.46,76.17,0.0,3.67,24.52,35.28,12.34,27.87
2025-10-29,10,2,302,26.51,77.58,2.1,5.12,24.52,35.28,12.34,27.87
2025-10-30,10,3,303,24.86,82.71,1.5,8.41,24.52,35.28,12.34,27.87
2025-10-31,10,4,304,23.52,88.96,17.4,8.93,24.52,35.28,12.34,27.87
2025-11-01,11,5,305,23.58,92.88,37.8,8.54,24.52,35.28,12.34,27.87
2025-11-02,11,6,306,24.25,86.96,0.8,7.57,24.52,35.28,12.34,27.87
2025-11-03,11,0,307,24.41,89.04,0.3,4.13,24.52,35.28,12.34,27.87
